iter	Logloss
409	0.2027027059
410	0.2025517304
411	0.2023276827
412	0.2021197529
413	0.2016429231
414	0.2013649247
415	0.2011880219
416	0.2009391467
417	0.2008323015
418	0.2006301601
419	0.2004951946
420	0.2003990563
421	0.2001843128
422	0.2001356211
423	0.1999528978
424	0.1995074157
425	0.1992413704
426	0.1990795558
427	0.1989944717
428	0.1987887654
429	0.1986916606
430	0.1986032568
431	0.1984293557
432	0.1980513243
433	0.1978464062
434	0.1975677614
435	0.197383769
436	0.1970816285
437	0.1969575203
438	0.1967707798
439	0.1964822886
440	0.1961910925
441	0.1957432783
442	0.1954956652
443	0.1953631561
444	0.1951043423
445	0.1948735744
446	0.1947198602
447	0.1943460531
448	0.1941488966
449	0.1939487758
450	0.193671846
451	0.1933992965
452	0.1932881943
453	0.1931696302
454	0.1930151048
455	0.1927479954
456	0.1925813294
457	0.1922790911
458	0.1920213136
459	0.1918292732
460	0.1916341628
461	0.1913189504
462	0.1912071801
463	0.1908877971
464	0.1906367178
465	0.1902303902
466	0.1899455367
467	0.1897436728
468	0.1896298191
469	0.1894283396
470	0.1891787327
471	0.1889275842
472	0.1886644451
473	0.1886404784
474	0.1883465087
475	0.1881533648
476	0.1880299991
477	0.1879061153
478	0.1876657181
479	0.1874097973
480	0.1871657727
481	0.18704046
482	0.1867809363
483	0.1865694016
484	0.1861462341
485	0.1858730376
486	0.1857461877
487	0.1855574763
488	0.1853155456
489	0.1850283281
490	0.1848604803
491	0.1847792105
492	0.1847031299
493	0.1845884901
494	0.1843717306
495	0.1841726107
496	0.1839530945
497	0.1838736887
498	0.183788489
499	0.1836931138
500	0.1834910929
501	0.1833978456
502	0.1830961918
503	0.1830107027
504	0.1828882819
505	0.182662976
506	0.1825483234
507	0.1824357547
508	0.1822625621
509	0.1820520837
510	0.1817990846
511	0.1816362659
512	0.1814936629
513	0.1813164188
514	0.1812156723
515	0.1809851911
516	0.1808860775
517	0.1806557712
518	0.1803040198
519	0.1800345653
520	0.1798730032
521	0.1797517352
522	0.179514055
523	0.179383921
524	0.1792629467
525	0.1791006743
526	0.1789480331
527	0.1786357605
528	0.1785868043
529	0.1782979617
530	0.1781214031
531	0.1778279015
532	0.1776057361
533	0.1774175627
534	0.1771470139
535	0.1768794206
536	0.1768163133
537	0.1766473556
538	0.1763931582
539	0.1762819708
540	0.176043335
541	0.1758078102
542	0.1756543769
543	0.1755059955
544	0.1752407041
545	0.1750326165
546	0.1749152103
547	0.1747790376
548	0.1746431357
549	0.1743743139
550	0.1742010001
551	0.173917949
552	0.1738221039
553	0.1734798024
554	0.1732463872
555	0.1731404085
556	0.172949589
557	0.1727177571
558	0.1724571159
559	0.1723044355
560	0.1720361676
561	0.1717988054
562	0.171685219
563	0.1713821
564	0.1712337689
565	0.1710482604
566	0.1708855037
567	0.1707193229
568	0.1706128505
569	0.1703979319
570	0.1702782396
571	0.1700360821
572	0.1698452623
573	0.169780066
574	0.1696211314
575	0.1695638032
576	0.1694048206
577	0.169210736
578	0.1689552523
579	0.1687639318
580	0.1686644273
581	0.1685770506
582	0.1684268261
583	0.1681751041
584	0.168014185
585	0.1677578202
586	0.1676094161
587	0.1674855683
588	0.1673307567
589	0.1671923103
590	0.1670125367
591	0.1669391839
592	0.1667657239
593	0.1665834033
594	0.1664393396
595	0.1662983449
596	0.1662089682
597	0.1660659975
598	0.1659126684
599	0.1657942668
600	0.1656181617
601	0.1655504431
602	0.1653440929
603	0.1652412328
604	0.1648928738
605	0.1647785399
606	0.1646493966
607	0.1644089129
608	0.1640731917
609	0.1638503734
610	0.1636349548
611	0.1635911815
612	0.1633863326
613	0.1631741433
614	0.1629958081
615	0.162791355
616	0.1626366287
617	0.1625037961
618	0.1623816459
619	0.1622663882
620	0.1621925625
621	0.1620218206
622	0.1617605675
623	0.1616137113
624	0.1613660287
625	0.161293435
626	0.1612156347
627	0.1610722655
628	0.1608223616
629	0.1605421386
630	0.1604495005
631	0.1602525244
632	0.1601827472
633	0.1600316356
634	0.1599107627
635	0.1597292383
636	0.1595773598
637	0.1594608239
638	0.1593475016
639	0.159263697
640	0.1589788628
641	0.1587722784
642	0.1587077156
643	0.1585042566
644	0.158160923
645	0.1580120328
646	0.1577771422
647	0.1576130121
648	0.1575086024
649	0.1573211323
650	0.1572119148
651	0.1571697997
652	0.1569949362
653	0.1569528225
654	0.1568179828
655	0.156670037
656	0.1566329525
657	0.1563923526
658	0.1563524763
659	0.1562725057
660	0.1562391796
661	0.1560384808
662	0.1559315305
663	0.1558091969
664	0.1556281426
665	0.1554971574
666	0.1552770868
667	0.1550452336
668	0.1548565043
669	0.1546589571
670	0.1545919532
671	0.1544266437
672	0.1542539372
673	0.1540599493
674	0.1537376854
675	0.1535927701
676	0.1533358578
677	0.1529911436
678	0.1528351361
679	0.1527502992
680	0.1526590582
681	0.1523943743
682	0.1522360073
683	0.1520396524
684	0.1519024479
685	0.1516970875
686	0.1516522896
687	0.1513094801
688	0.1512469001
689	0.1510903468
690	0.151050594
691	0.1508402241
692	0.1506496692
693	0.1504941856
694	0.1503065284
695	0.15017601
696	0.1499944437
697	0.1498075917
698	0.1496261406
699	0.149493521
700	0.1493616351
701	0.1492007667
702	0.1489984862
703	0.1488137029
704	0.1485936848
705	0.1483249002
706	0.1480882518
707	0.147967152
708	0.1478482463
709	0.1478113553
710	0.1477320328
711	0.1475059261
712	0.1472536962
713	0.1471018833
714	0.1469610757
715	0.1466809575
716	0.1464448766
717	0.1463639606
718	0.1462598625
719	0.146071637
720	0.1459034634
721	0.1457682549
722	0.1456826568
723	0.1455305572
724	0.1454486046
725	0.1453130666
726	0.1452505188
727	0.1451365612
728	0.1450172726
729	0.1448499814
730	0.1447478792
731	0.1446948336
732	0.1445826585
733	0.1444719914
734	0.1443689513
735	0.1441347248
736	0.1440421632
737	0.1438479056
738	0.1436869877
739	0.143585816
740	0.1435078507
741	0.1433022082
742	0.1430972125
743	0.1429394562
744	0.1428395004
745	0.1427221993
746	0.1425627886
747	0.142339482
748	0.1422534082
749	0.142040612
750	0.1418791868
751	0.1418263704
752	0.1417749605
753	0.1416827912
754	0.1415543762
755	0.1414220035
756	0.1412614875
757	0.1412006474
758	0.140953221
759	0.1407844657
760	0.1407332619
761	0.1406653148
762	0.140561123
763	0.1404293966
764	0.140265957
765	0.140074191
766	0.1400040321
767	0.1398952346
768	0.1398181344
769	0.1397048445
770	0.1396228812
771	0.1395087718
772	0.1393605724
773	0.1391870384
774	0.1390377635
775	0.1388532856
776	0.1386657356
777	0.1384993382
778	0.1382746857
779	0.138101311
780	0.1379751898
781	0.1378990516
782	0.1377496393
783	0.1375304093
784	0.1374438809
785	0.1372769253
786	0.1371369109
787	0.1369350903
788	0.1367971551
789	0.136559835
790	0.1364290481
791	0.136311087
792	0.1361974264
793	0.1361282258
794	0.1360290263
795	0.1358616342
796	0.1357113408
797	0.1356543527
798	0.1353709033
799	0.1351972151
800	0.1351622872
801	0.1350646167
802	0.134891872
803	0.1347146335
804	0.1345375332
805	0.134371995
806	0.1342493934
807	0.1341288562
808	0.1339873651
809	0.1338512555
810	0.1336624786
811	0.1335738884
812	0.1333447471
813	0.1332586955
814	0.1331632374
815	0.1331263323
816	0.133073175
817	0.1329362094
818	0.1327450162
819	0.1326124725
820	0.1325026109
821	0.1323811208
822	0.1322739067
823	0.1321966442
824	0.1320531431
825	0.1319725974
826	0.1319419047
827	0.1318659571
828	0.1318458609
829	0.1317749758
830	0.1316057026
831	0.1315162161
832	0.1314251555
833	0.1312717682
834	0.1311371737
835	0.1309496413
836	0.1308109782
837	0.1306571842
838	0.1304645652
839	0.1303259017
840	0.1301499673
841	0.1300748553
842	0.129982316
843	0.1297055541
844	0.1295550589
845	0.1294535021
846	0.1293250215
847	0.1292639825
848	0.1291057765
849	0.1290302569
850	0.1289351439
851	0.1288266353
852	0.1286753213
853	0.1285717217
854	0.1284837449
855	0.1284236551
856	0.1282013759
857	0.1279910467
858	0.1279139546
859	0.1278264061
860	0.1277125266
861	0.1276784407
862	0.1276287004
863	0.1275139067
864	0.1274706036
865	0.127397856
866	0.1273498836
867	0.1272558602
868	0.1271421035
869	0.1270540202
870	0.1269149831
871	0.1268333008
872	0.1267464055
873	0.126710274
874	0.126673761
875	0.1266024636
876	0.1265213088
877	0.126293923
878	0.1261876974
879	0.1261698424
880	0.126089234
881	0.1260438041
882	0.12595078
883	0.125883703
884	0.1257585837
885	0.1256825815
886	0.1255357326
887	0.1253534686
888	0.125187532
889	0.124999199
890	0.1249183405
891	0.1247553075
892	0.1246095124
893	0.1245440908
894	0.1243690779
895	0.1241886914
896	0.1240344089
897	0.1239289585
898	0.1237409781
899	0.123733614
900	0.123603917
901	0.1235364027
902	0.1234187609
903	0.123292293
904	0.1231649062
905	0.123098973
906	0.1230435963
907	0.1228559059
908	0.1227281915
909	0.1225523799
910	0.1224237675
911	0.1223309531
912	0.1222683445
913	0.1222010014
914	0.122087766
915	0.1219402081
916	0.1218048883
917	0.1217535961
918	0.1216030746
919	0.121462531
920	0.1213512754
921	0.1212298479
922	0.1210833625
923	0.1209840714
924	0.1208909887
925	0.1207422399
926	0.1206328732
927	0.1204379609
928	0.1202843002
929	0.1200906054
930	0.1200596114
931	0.1199575769
932	0.1199257317
933	0.1197657118
934	0.1197573766
935	0.1196792589
936	0.1195569034
937	0.1195466867
938	0.1194964383
939	0.1194885755
940	0.1194142664
941	0.1192824086
942	0.119136771
943	0.1190280104
944	0.1189095159
945	0.1187475865
946	0.1186404041
947	0.1185758219
948	0.1184300057
949	0.1182792432
950	0.1181733369
951	0.1180271186
952	0.1180132664
953	0.1179377459
954	0.117821108
955	0.117799107
956	0.1177003703
957	0.1176859138
958	0.1176620147
959	0.1175194572
960	0.1174198399
961	0.1173460855
962	0.11721863
963	0.117205438
964	0.1171921583
965	0.1171004945
966	0.117036266
967	0.1169687798
968	0.1168262826
969	0.1166654255
970	0.1165584996
971	0.1164608804
972	0.1163172681
973	0.1161482205
974	0.1160302902
975	0.1160019432
976	0.115938805
977	0.11586094
978	0.1157416407
979	0.1157308772
980	0.1156190647
981	0.1155564817
982	0.1154067095
983	0.1153078195
984	0.1152422847
985	0.1151597892
986	0.1151010147
987	0.1150131216
988	0.1148529747
989	0.114715089
990	0.1146193092
991	0.1145599148
992	0.114362927
993	0.1142228673
994	0.1140700793
995	0.1138975961
996	0.1137735766
997	0.1137095134
998	0.1136511436
999	0.1135572506
